"abertura";"tipo";"solicitacao";"descricao";"tipo_solicitacao";"origem";"situacao"
"2017-01-19";"Limpeza Urbana";"Cidadã solicita o retorno da equipe do rosado no Residencia Terra Nativa no Areal pois segundo a cidadã eles rosaram antes do fim do ano mas faltou a praça e agora esta com mato muito alto, e muito mosquito, moradores estão colocando lixo no local devido ao mato alto pede com urgência.";"Areal                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-19";"Limpeza Urbana";"Cidadã solicita limpeza do meio fio na Av. São |Francisco de Paula nº 1899 Areal próximo ao Shoping Pelotas pois esta com capim muito alto pede com urgência.";"Laranjal                                                                                            ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-19";"Entulho na calçada/ Via pública";"RECOLHIMENTO DE ENTULHO (GALHOS DE ARVORE) NO ENDEREÇO; RUA FRANCISCO BARRETO, N°275, BAIRRO: SIMÕES LOPES.";"Simões Lopes                                                                                        ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-19";"Terreno baldio";"Cidadão denuncia que na rua Marquez de Quluz Entre o nº 394 e 402 no Bairro Fragata tem um terreno baldio com muito lixo, mato, com rato,cobra e baratas, pede fiscalização urgente.";"Fragata                                                                                             ";"Denuncia";"Telefone";"Aberto"
"2017-01-19";"Iluminação Pública Irregular";"Cidadã solicita reposição de lampada na rua Ten. Lira nª 116 no Bairro Fragata Próximo ao Farroupilha.";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-19";"Limpeza Urbana";"Cidadã denuncia que na Av. Brasil frente ao nº 613 A Próximo ao Ferrinho tem uma tampa Quebrada devido ao peso dos caminhões  que passam no local a risco de acidente pede com urgência.";"Simões Lopes                                                                                        ";"Denuncia";"Presencial";"Fechado"
"2017-01-19";"Obstrução de calçada.";"Cidadão denuncia que na rua Prof. Irene Correa Bolais ao lado do nº 2874 tem um aterro em cima da calçada a mais de um ano e o mesmo esta obstruindo a passagem dos pedestre, e também a passagem da água e isto tem causado transtorno ao moradores. Pede fiscalização urgente.";"Arco-Íris                                                                                           ";"Denuncia";"Telefone";"Aberto"
"2017-01-20";"Poda e Retirada de Árvore";"Cidadão solicita poda de árvore na avenida Fernando Osório, número, 5920, Três Vendas. ";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Bueiro Entupido ";"Cidadã solicita limpeza e desentupimento de bueiros nas imediaçoes da Praça do Colono. ";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Poda e Retirada de Árvore";"Cidadã solicita a poda de duas arvores na rua Senador  Alberto Pasqualine nº 647 bairro Areal.";"Areal                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-20";"Colocação de saibro.";"Cidadão solicita passagem de patrola na Rua Hipólito Ribeiro 862 sítio floresta
";"Sítio Floresta                                                                                      ";"Solicitação de Serviço";"Facebook - 1";"Aberto"
"2017-01-20";"Entulho na calçada/ Via pública";"RECOLHIMENTO DE UM CACHORRO MORTO NO ENDEREÇO; AV PERY RIBAS, N°402, BAIRRO; ARCO-IRIS.";"Arco-Íris                                                                                           ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-20";"Projetos da cidade.";"Morador do Loteamento Salgado Filho, bairro Três Vendas, faz denúncia sobre furto do material das obras da avenida Salgado Filho. Moradores das casas 840 e 884 da Avenida estariam levando os materiais de obra para suas casas, todos os dias. ";"Três Vendas                                                                                         ";"Denuncia";"Facebook - 1";"Fechado"
"2017-01-20";"Poda e Retirada de Árvore";"Na Frontino Vieira, nº 968, tem uma arvore morta. Ela pode cair sobre a via publica, em um ponto de ônibus,derrubar os fios ou cair sobre a casa no local. Cidadão pede a retirada. ";"Fragata                                                                                             ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Fumacê";"Cidadã mora na Carlos Gotuzzo Giacoboni, próximo à Pinheiro Machado, no Fragata e solicita fumacê nesta região. ";"Fragata                                                                                             ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Vazamento de água potável";"Cidadão denuncia um vazamento de água na rua Antonio Augusto Pinto nº 83 bairro Fragata Já faz bastante tempo segundo ele os moradores já solicitaram no Sanep.";"Areal                                                                                               ";"Denuncia";"Telefone";"Aberto"
"2017-01-20";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO: RUA PIRATINI, COM ESQUINA RUA CANOAS, BAIRRO; LARANJAL. A LAMPADA ENCONTRA-SE PELA RUA PIRATINI.";"Laranjal                                                                                            ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-01-20";"Imóvel abandonado";"Cidadã denuncia que na rua Quinze de Novembro nº 413 nº centro Tem uma casa abandonada com mato muito com o telhado todo quebrado com infestação de morcego muito rato, mosquito, pede fiscalização urgente pois os moradores já naõ podem nem abrir as janelas pois devido aos morcegos. ";"Centro                                                                                              ";"Denuncia";"Presencial";"Fechado"
"2017-01-20";"LIMPEZA DE VALETAS";"Limpeza da valeta da Rua Jaguarão, no Laranjal. ";"Laranjal                                                                                            ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Bueiro Entupido ";"Cidadã denuncia um esgoto entupido na rua Carlos Gotuzzo Giacoboni frente nº 2591 no bairro Fragata pede com urgência pois o mau cheiro esta demais e os carros passam e jogam para todos  os lados.";"Três Vendas                                                                                         ";"Denuncia";"Telefone";"Aberto"
"2017-01-20";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na rua Prof. Araujo nº 1105 centro pede com urgência devido ao assaltos.
  ";"Centro                                                                                              ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-01-20";"Colocação de saibro.";"Alagamento na parada de ônibus na rua Santo Angelo no Laranjal, entre as ruas Viamão e Lajeado em frente ao nº 51. ";"Laranjal                                                                                            ";"Solicitação de Serviço";"Facebook - 1";"Aberto"
"2017-01-20";"Fumacê";"Inclusão da Rua Jaguarão, no Laranjal, no cronograma do fumacê. ";"Laranjal                                                                                            ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Limpeza Urbana";"Cidadã solicita limpeza na rua Vereador Ellberto Madruga, no bairro cruzeiro.";"Cruzeiro                                                                                            ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Limpeza Urbana";"Limpeza urbana na rua Doutor Rasgado no Bairro Fátima ";"Navegantes I                                                                                        ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Fumacê";"Cidadã solicita fumacê na rua Túlio Fontoura na Cohab Fragata, ao lado do distrito industrial. ";"Cohab Fragata                                                                                       ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Limpeza Urbana";"Cidadão solicita reposição de lampada na rua Dom Pedro Segundo frente ao nº 141 do outro lado da rua pede com urgência pois os mesmos estão atrapalhando a passagem de pedestre.";"Porto                                                                                               ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-01-20";"Contêiners ";"Cidadão solicita recolhimento do conteiner na Guabiroba, na rua Irmão Gabino, 259, pois ele está se desmontando e não tem como o caminhão levantar. Relata cheiro insuportável, moscas. mosquitos e ratos. ";"Fragata                                                                                             ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Colocação de saibro.";"Cidadã solicita passagem de máquina na rua Pedro Moacir, nas Três Vendas, próximo a empresa Bosembecker. ";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Fumacê";"Cidadão solicita fumacê no Humuarama. ";"Laranjal                                                                                            ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2017-01-20";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO: RUA AFONSO ARINOS, N°304, BAIRRO: SIMÕES LOPES. OBS; CIDADÃO ALEGA QUE MAIS A FRENTE A ESTE POSTE EXISTEM MAIS LAMPADAS QUEIMADAS EM UM BECO.";"Simões Lopes                                                                                        ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-01-20";"Mau atendimento SHRF";"Cidadão questiona sobre cadastramento de terrenos na Balsa, que nunca mais tiveram notícias. O que aconteceu com isso? ";"Balsa                                                                                               ";"Informação";"Facebook - 1";"Fechado"
"2017-01-20";"Maus tratos a animais";"Denúncia de maus tratos a gatos e cães que estão sem água e sem comida, trancados em uma casa vazia na rua Dr. Francisco Ribeiro da Silva, 446, Obelisco, Areal. 
";"Obelisco                                                                                            ";"Denuncia";"Facebook - 1";"Fechado"
"2017-01-20";"Foco de Dengue";"Depósito de carros possivelmente irregular com foco de água parada. Demanda será enviada TAMBÉM à SGCMU.";"Três Vendas                                                                                         ";"Denuncia";"Facebook - 1";"Fechado"
